#x_m,y_m,z_m
235.748045,-420.362063,25.304983
230.974090,-418.890709,25.224647
226.247069,-417.278487,25.150457
221.603239,-415.447131,25.083987
216.992276,-413.527596,25.017080
212.400174,-411.552684,24.949561
207.825849,-409.542836,24.888911
203.286584,-407.463070,24.840672
198.832327,-405.207944,24.820145
194.445938,-402.808440,24.816523
190.060044,-400.407870,24.813009
185.703598,-397.956176,24.805955
181.395856,-395.421208,24.793808
177.101836,-392.862591,24.779293
172.824733,-390.275496,24.761352
168.569994,-387.649574,24.741852
164.319756,-385.016365,24.719131
160.078732,-382.368426,24.687790
155.847177,-379.705423,24.665649
151.631358,-377.017240,24.677861
147.416850,-374.327002,24.695355
143.202407,-371.636686,24.717764
138.987464,-368.947158,24.740853
134.772510,-366.257657,24.764764
130.558888,-363.566156,24.796296
126.345008,-360.875108,24.831527
122.131129,-358.184060,24.866758
117.916152,-355.494703,24.900390
113.696282,-352.813021,24.933831
109.476099,-350.131838,24.967609
105.262116,-347.440838,24.991191
101.052159,-344.743470,25.009452
96.842202,-342.046101,25.027714
92.632246,-339.348733,25.045976
88.420514,-336.654178,25.066965
84.206834,-333.962659,25.083134
79.994834,-331.268485,25.091217
75.783675,-328.572978,25.095906
71.568582,-325.883662,25.100000
67.349267,-323.200959,25.100000
63.124255,-320.527250,25.098605
58.891227,-317.866318,25.093762
54.650985,-315.216953,25.084734
50.400658,-312.583860,25.071723
46.135739,-309.975094,25.054620
41.828672,-307.437069,25.029669
37.512150,-304.914911,25.002699
33.156753,-302.460324,24.970212
28.779981,-300.044595,24.933405
24.394784,-297.644140,24.898155
20.006453,-295.249515,24.865341
15.607419,-292.874002,24.829457
11.193334,-290.526030,24.791742
6.761928,-288.211409,24.755580
2.312226,-285.933346,24.726564
-2.178971,-283.742329,24.694579
-6.739147,-281.697599,24.666864
-11.316906,-279.694028,24.643791
-15.906520,-277.715391,24.621212
-20.538851,-275.855364,24.594947
-25.242330,-274.195856,24.578325
-30.006703,-272.710436,24.574606
-34.842883,-271.476675,24.566444
-39.748162,-270.556399,24.515938
-44.655277,-269.657369,24.465452
-49.604007,-269.079255,24.418988
-54.589124,-268.789967,24.378513
-59.574458,-268.644096,24.342505
-64.557240,-268.622547,24.308580
-69.542113,-268.818227,24.278138
-74.531019,-269.098993,24.248882
-79.499287,-269.540939,24.228027
-84.432569,-270.270612,24.216817
-89.332066,-271.145672,24.213475
-94.115713,-272.459664,24.245663
-98.842804,-274.073319,24.298022
-103.528103,-275.782620,24.358754
-108.141982,-277.657916,24.424330
-112.651189,-279.771830,24.496692
-117.118614,-281.993090,24.579960
-121.519733,-284.357183,24.668736
-125.918095,-286.726275,24.757339
-130.296472,-289.131035,24.836185
-134.646661,-291.586456,24.901374
-139.010387,-294.017857,24.964277
-143.425151,-296.351488,25.027390
-147.899341,-298.573855,25.088324
-152.403828,-300.735598,25.144651
-156.930977,-302.849103,25.203485
-161.556580,-304.688519,25.265710
-166.275462,-306.227969,25.319987
-171.148888,-307.226365,25.365472
-176.089026,-307.929850,25.408329
-181.039718,-308.581824,25.450071
